term,term_label,parent_term,parent_label
ENVO:01000260,nutricline within a water body,ENVO:01001675,nutricline
ENVO:01000262,seep,ENVO:00000027,spring
ENVO:01000263,cold seep,ENVO:01000262,seep
ENVO:01000265,hydrothermal seep,ENVO:01000262,seep
ENVO:01000269,siltstone,ENVO:01000271,clastic sedimentary rock
ENVO:01000270,claystone,ENVO:01000271,clastic sedimentary rock
ENVO:01000271,clastic sedimentary rock,ENVO:00002016,sedimentary rock
ENVO:01000272,mudstone,ENVO:01000271,clastic sedimentary rock
ENVO:01000273,lime mudstone,ENVO:00002053,limestone
ENVO:01000274,slate,ENVO:00002017,metamorphic rock
ENVO:01000275,structural basin,ENVO:00000309,depression
ENVO:01000276,ecoregion,ENVO:01001110,ecosystem
ENVO:01000278,pingo scar,ENVO:00000309,depression
ENVO:01000279,ice lens,ENVO:01001547,land ice mass
ENVO:01000280,ecozone,ENVO:01001110,ecosystem
ENVO:01000282,sedimentary stratum,ENVO:01001275,solid layer
ENVO:01000283,lake layer,ENVO:01000325,aquatic layer
ENVO:01000284,amictic lake,ENVO:00000020,lake
ENVO:01000285,holomictic lake,ENVO:00000020,lake
ENVO:01000286,dimictic lake,ENVO:01000285,holomictic lake
ENVO:01000287,polymictic lake,ENVO:01000285,holomictic lake
ENVO:01000288,monomictic lake,ENVO:01000285,holomictic lake
ENVO:01000289,cold monomictic lake,ENVO:01000288,monomictic lake
ENVO:01000290,warm monomictic lake,ENVO:01000288,monomictic lake
ENVO:01000291,cold polymictic lake,ENVO:01000287,polymictic lake
ENVO:01000292,warm polymictic lake,ENVO:01000287,polymictic lake
ENVO:01000294,crevice,ENVO:01000667,geological fracture
ENVO:01000295,marine layer,ENVO:01000325,aquatic layer
ENVO:01000296,dry lake bed,ENVO:01001311,solid surface layer
ENVO:01000297,freshwater river,ENVO:00000022,river
ENVO:01000298,continental margin,ENVO:00002000,slope
ENVO:01000299,Taylor column,ENVO:01001784,compound astronomical body part
ENVO:01000300,atmospheric Taylor column,ENVO:01000299,Taylor column
ENVO:01000301,estuarine water,ENVO:00002019,brackish water
ENVO:01000302,outcrop,ENVO:00000191,solid astronomical body part
ENVO:01000303,endolithic environment,ENVO:01000254,environmental system
ENVO:01000304,high pressure environment,ENVO:01000997,environmental system determined by a quality
ENVO:01000305,high temperature environment,ENVO:01000997,environmental system determined by a quality
ENVO:01000308,extraterrestrial environment,ENVO:01000254,environmental system
ENVO:01000309,cold environment,ENVO:01000254,environmental system
ENVO:01000310,haline environment,ENVO:01000314,high osmolarity environment
ENVO:01000311,cultivated environment,ENVO:01000313,anthropogenic environment
ENVO:01000312,culturing environment,ENVO:01000313,anthropogenic environment
ENVO:01000313,anthropogenic environment,ENVO:01000254,environmental system
ENVO:01000314,high osmolarity environment,ENVO:01000997,environmental system determined by a quality
ENVO:01000315,acidic environment,ENVO:01000997,environmental system determined by a quality
ENVO:01000316,alkaline environment,ENVO:01000997,environmental system determined by a quality
ENVO:01000318,extreme high temperature environment,ENVO:01000305,high temperature environment
ENVO:01000320,marine environment,ENVO:01000254,environmental system
ENVO:01000321,sea water environment,ENVO:01000307,saline water environment
ENVO:01000322,brackish water environment,ENVO:01000307,saline water environment
ENVO:01000323,atmospheric boundary layer,ENVO:01000544,boundary layer
ENVO:01000324,planetary surface,ENVO:01001483,surface of an astronomical body
ENVO:01000326,deep chlorophyll maximum layer,ENVO:01000325,aquatic layer
ENVO:01000327,strand swamp,ENVO:00000233,swamp ecosystem
ENVO:01000328,dome swamp,ENVO:00000233,swamp ecosystem
ENVO:01000329,cypress dome,ENVO:01000328,dome swamp
ENVO:01000330,cypress strand swamp,ENVO:01000327,strand swamp
ENVO:01000331,cypress swamp,ENVO:00000233,swamp ecosystem
ENVO:01000332,gravelly slope,ENVO:00002000,slope
ENVO:01000333,hillside,ENVO:00002000,slope
ENVO:01000334,talus slope,ENVO:00002000,slope
ENVO:01000335,understory,ENVO:01000355,vegetation layer
ENVO:01000336,shrub layer,ENVO:01000355,vegetation layer
ENVO:01000337,herb and fern layer,ENVO:01000355,vegetation layer
ENVO:01000339,polar biome,ENVO:00000428,biome
ENVO:01000340,alpine,ENVO:01000343,altitudinal condition
ENVO:01000341,subalpine,ENVO:01000343,altitudinal condition
ENVO:01000342,montane,ENVO:01000343,altitudinal condition
ENVO:01000343,altitudinal condition,ENVO:01000203,environmental condition
ENVO:01000344,nival,ENVO:01000343,altitudinal condition
ENVO:01000345,upper montane,ENVO:01000342,montane
ENVO:01000346,lower montane,ENVO:01000342,montane
ENVO:01000347,montane conifer woodland,ENVO:01000240,conifer woodland
ENVO:01000348,maize field,ENVO:00000114,agricultural field
ENVO:01000349,root matter,ENVO:01000155,organic material
ENVO:01000350,autoclaved sand,ENVO:01000017,sand
ENVO:01000353,marine mesoscale eddy field,ENVO:01000352,field
ENVO:01000354,ice cap climatic condition,ENVO:01000238,polar
ENVO:01000355,vegetation layer,ENVO:01000281,layer
ENVO:01000356,granite,ENVO:00002013,igneous rock
ENVO:01000357,alkaline water,ENVO:00002006,liquid water
ENVO:01000358,acidic water,ENVO:00002006,liquid water
ENVO:01000359,limestone cave,ENVO:01000360,solutional cave
ENVO:01000360,solutional cave,ENVO:00000067,cave
ENVO:01000361,primary cave,ENVO:00000067,cave
ENVO:01000362,inflationary cave,ENVO:00000322,volcanic cave
ENVO:01000363,erosional cave,ENVO:00000067,cave
ENVO:01000364,glacier cave,ENVO:00000067,cave
ENVO:01000365,ice cave,ENVO:00000067,cave
ENVO:01000366,talus cave,ENVO:00000067,cave
ENVO:01000367,anchialine cave,ENVO:00000067,cave
ENVO:01000368,anchialine pool,ENVO:00000033,pond
ENVO:01000369,vadose cave,ENVO:00000067,cave
ENVO:01000370,tundra climatic condition,ENVO:01000203,environmental condition
ENVO:01000372,household waste material,ENVO:00002264,waste material
ENVO:01000373,biological waste material,ENVO:00002264,waste material
ENVO:01000374,dry woodland,ENVO:01001245,woodland ecosystem
ENVO:01000375,tropical marine condition,ENVO:01000204,tropical
ENVO:01000376,tropical marine semi-evergreen forest,ENVO:01001803,tropical forest
ENVO:01000377,humid subtropical,ENVO:01000205,subtropical
ENVO:01000378,arid subtropical,ENVO:01000205,subtropical
ENVO:01000379,highland subtropical,ENVO:01000205,subtropical
ENVO:01000380,oceanic temperate,ENVO:01000206,temperate
ENVO:01000381,continental temperate,ENVO:01000206,temperate
ENVO:01000382,cold desert,ENVO:00000097,desert area
ENVO:01000383,temperate evergreen needleleaf forest,ENVO:01000433,needleleaf forest
ENVO:01000384,tropical lowland evergreen broadleaf rain forest,ENVO:01001800,tropical moist broadleaf forest
ENVO:01000385,temperate deciduous broadleaf forest,ENVO:01001805,temperate forest
ENVO:01000386,temperate deciduous needleleaf forest,ENVO:01000433,needleleaf forest
ENVO:01000387,tropical deciduous broadleaf forest,ENVO:01001792,tropical broadleaf forest
ENVO:01000388,tropical semi-deciduous broadleaf forest,ENVO:01001792,tropical broadleaf forest
ENVO:01000389,temperate mixed broadleaf forest,ENVO:01001796,temperate mixed forest
ENVO:01000390,temperate mixed needleleaf forest,ENVO:01001796,temperate mixed forest
ENVO:01000392,tropical upper montane forest,ENVO:01000435,montane forest
ENVO:01000393,tropical lower montane forest,ENVO:01000435,montane forest
ENVO:01000394,tropical freshwater swamp forest,ENVO:01000432,swamp forest
ENVO:01000395,temperate sclerophyllous dry forest,ENVO:01000434,sclerophyllous forest
ENVO:01000396,tropical sclerophyllous dry forest,ENVO:01000434,sclerophyllous forest
ENVO:01000397,temperate broadleaf evergreen forest,ENVO:01001794,temperate broadleaf forest
ENVO:01000398,temperate freshwater swamp forest,ENVO:01000432,swamp forest
ENVO:01000399,tropical needleleaf forest,ENVO:01000433,needleleaf forest
ENVO:01000401,tropical mixed needleleaf forest,ENVO:01001797,tropical mixed forest
ENVO:01000402,tropical mixed broadleaf forest,ENVO:01001797,tropical mixed forest
ENVO:01000404,manufactured plastic,ENVO:00003074,manufactured product
ENVO:01000405,respirable suspended particulate matter,ENVO:01001089,aerosolised solids
ENVO:01000407,littoral zone,ENVO:01000317,aquatic environment
ENVO:01000409,freshwater littoral zone,ENVO:01000407,littoral zone
ENVO:01000410,marine eulittoral zone,ENVO:01001201,marine environmental zone
ENVO:01000411,infralittoral zone,ENVO:01001201,marine environmental zone
ENVO:01000412,circalittoral zone,ENVO:01001201,marine environmental zone
ENVO:01000413,old plant,PO_0000003,whole plant
ENVO:01000414,young plant,PO_0000003,whole plant
ENVO:01000415,fine respirable suspended particulate matter,ENVO:01000405,respirable suspended particulate matter
ENVO:01000416,ultrafine respirable suspended particulate matter,ENVO:01000415,fine respirable suspended particulate matter
ENVO:01000417,house,ENVO:00000073,building
ENVO:01000419,domestic garden,ENVO:00000011,garden
ENVO:01000420,building part,ENVO:00000070,human construction
ENVO:01000421,indoor kitchen,ENVO:01000420,building part
ENVO:01000422,bathroom,ENVO:01000426,room
ENVO:01000423,living room,ENVO:01000426,room
ENVO:01000424,patio,ENVO:00000070,human construction
ENVO:01000425,indoor toilet,ENVO:01000426,room
ENVO:01000426,room,ENVO:01000420,building part
ENVO:01000427,carbon nanotube enriched soil,ENVO:00003082,enriched soil
ENVO:01000428,area of rocky shore,ENVO:00000316,intertidal zone
ENVO:01000429,burrow,ENVO:00000068,tunnel
ENVO:01000430,broadleaf forest,ENVO:01001243,forest ecosystem
ENVO:01000431,mixed forest,ENVO:01001243,forest ecosystem
ENVO:01000436,waterborne particulate matter,ENVO:01000060,particulate matter
ENVO:01000437,lava field,ENVO:01000352,field
ENVO:01000438,lava flow,ENVO:00000094,volcanic feature
ENVO:01000441,andesite,ENVO:00002013,igneous rock
ENVO:01000442,dacite,ENVO:00002013,igneous rock
ENVO:01000443,salt mass,ENVO:00000191,solid astronomical body part
ENVO:01000445,disturbed ecosystem,ENVO:01001110,ecosystem
ENVO:01000446,ravine,ENVO:00000100,valley
ENVO:01000447,roadside,ENVO:01000408,environmental zone
ENVO:01000448,mixed grassland,ENVO:01001206,grassland ecosystem
ENVO:01000449,wet meadow ecosystem,ENVO:00000108,meadow ecosystem
ENVO:01000450,salt glacier,ENVO:01000443,salt mass
ENVO:01000451,atmospheric carbon dioxide,ENVO:01000797,gaseous environmental material
ENVO:01000452,environmental disposition,BFO_0000016,disposition
ENVO:01000453,carbon pooling disposition,ENVO:01000455,material pooling disposition
ENVO:01000454,carbon dioxide pooling disposition,ENVO:01000453,carbon pooling disposition
ENVO:01000455,material pooling disposition,ENVO:01000452,environmental disposition
ENVO:01000456,concrete masonry unit,ENVO:01000457,masonry unit
ENVO:01000457,masonry unit,ENVO:00003074,manufactured product
ENVO:01000458,concrete,ENVO:0010001,anthropogenic environmental material
ENVO:01000459,asphalt concrete,ENVO:01000458,concrete
ENVO:01000460,asphalt,ENVO:00002984,petroleum
ENVO:01000461,refined asphalt,ENVO:00003074,manufactured product
ENVO:01000462,masonry cement,ENVO:0010001,anthropogenic environmental material
ENVO:01000463,hydraulic cement,ENVO:01000462,masonry cement
ENVO:01000464,non-hydraulic cement,ENVO:01000462,masonry cement
ENVO:01000465,building wall,ENVO:01000420,building part
ENVO:01000466,boundary wall,ENVO:01000467,constructed barrier
ENVO:01000467,constructed barrier,ENVO:00000070,human construction
ENVO:01000468,fence,ENVO:01000467,constructed barrier
ENVO:01000469,exterior wall,ENVO:01000465,building wall
ENVO:01000470,building envelope,ENVO:01000420,building part
ENVO:01000472,building roof,ENVO:01000420,building part
ENVO:01000473,thatch,ENVO:0010003,agricultural environmental material
ENVO:01000474,brick material,ENVO:00003074,manufactured product
ENVO:01000475,brick,ENVO:01000457,masonry unit
ENVO:01000476,plaster,ENVO:0010001,anthropogenic environmental material
ENVO:01000477,gypsum plaster,ENVO:01000476,plaster
ENVO:01000479,lime plaster,ENVO:01000476,plaster
ENVO:01000480,glass,ENVO:01000814,solid environmental material
ENVO:01000481,silica-based glass,ENVO:01000480,glass
ENVO:01000482,soda-lime glass,ENVO:01000481,silica-based glass
ENVO:01000483,flat glass,ENVO:01000482,soda-lime glass
ENVO:01000484,container glass,ENVO:01000482,soda-lime glass
ENVO:01000485,quartz glass,ENVO:01000481,silica-based glass
ENVO:01000486,building floor,ENVO:01001311,solid surface layer
ENVO:01000487,brick building floor,ENVO:01000486,building floor
ENVO:01000488,wooden building floor,ENVO:01001271,impermeable surface layer
ENVO:01000489,concrete building floor,ENVO:01001271,impermeable surface layer
ENVO:01000490,sandy building floor,ENVO:01000486,building floor
ENVO:01000491,glass building floor,ENVO:01001271,impermeable surface layer
ENVO:01000492,dung building floor,ENVO:01000486,building floor
ENVO:01000493,stone building floor,ENVO:01001271,impermeable surface layer
ENVO:01000494,thatched exterior wall,ENVO:01000469,exterior wall
ENVO:01000495,stone exterior wall,ENVO:01000469,exterior wall
ENVO:01000496,straw exterior wall,ENVO:01000469,exterior wall
ENVO:01000497,mud exterior wall,ENVO:01000469,exterior wall
ENVO:01000498,pole,BFO_0000030,object
ENVO:01000499,pole-reinforced mud exterior wall,ENVO:01000497,mud exterior wall
ENVO:01000500,brick exterior wall,ENVO:01000469,exterior wall
ENVO:01000501,burnt brick,ENVO:01000475,brick
ENVO:01000502,unburnt brick,ENVO:01000475,brick
ENVO:01000503,burnt-brick exterior wall,ENVO:01000500,brick exterior wall
ENVO:01000504,unburnt-brick exterior wall,ENVO:01000500,brick exterior wall
ENVO:01000505,salt dome,ENVO:01000443,salt mass
ENVO:01000506,concrete exterior wall,ENVO:01000469,exterior wall
ENVO:01000507,iron sheet,ENVO:00003074,manufactured product
ENVO:01000509,sheet-iron exterior wall,ENVO:01000469,exterior wall
ENVO:01000510,sheet-iron building roof,ENVO:01000472,building roof
ENVO:01000511,thatched building roof,ENVO:01000472,building roof
ENVO:01000512,wooden building roof,ENVO:01000472,building roof
ENVO:01000513,asbestos building roof,ENVO:01000472,building roof
ENVO:01000514,tile,ENVO:00003074,manufactured product
ENVO:01000515,tiled building roof,ENVO:01000472,building roof
ENVO:01000516,toilet fixture,ENVO:01000989,plumbing fixture
ENVO:01000517,pit latrine,ENVO:01000519,latrine
ENVO:01000518,diapir,ENVO:01000525,rock intrusion
ENVO:01000519,latrine,ENVO:01000516,toilet fixture
ENVO:01000520,latrine slab,ENVO:00003074,manufactured product
ENVO:01000521,batholith,ENVO:01000659,igneous intrusion
ENVO:01000522,latrine pit,ENVO:01001871,pit
ENVO:01000523,pit latrine with slab floor,ENVO:01000517,pit latrine
ENVO:01000524,outhouse,ENVO:00000073,building
ENVO:01000525,rock intrusion,ENVO:01001490,intrusion
ENVO:01000527,flush toilet fixture,ENVO:01000516,toilet fixture
ENVO:01000528,dry toilet fixture,ENVO:01000516,toilet fixture
ENVO:01000529,chemical toilet fixture,ENVO:01000516,toilet fixture
ENVO:01000530,ventilated improved pit latrine,ENVO:01000517,pit latrine
ENVO:01000531,covered latrine,ENVO:00000073,building
ENVO:01000532,covered pit latrine,ENVO:01000531,covered latrine
ENVO:01000533,covered pit latrine with slab floor,ENVO:01000532,covered pit latrine
ENVO:01000534,pour-flush toilet fixture,ENVO:01000527,flush toilet fixture
ENVO:01000535,pour-flush pit latrine,ENVO:01000517,pit latrine
ENVO:01000536,factory,ENVO:00003861,industrial building
ENVO:01000537,atmospheric ozone,ENVO:01000797,gaseous environmental material
ENVO:01000538,stratosphere,ENVO:01000543,atmospheric layer
ENVO:01000539,mesosphere,ENVO:01000543,atmospheric layer
ENVO:01000540,troposphere,ENVO:01000543,atmospheric layer
ENVO:01000541,thermosphere,ENVO:01000543,atmospheric layer
ENVO:01000542,ozone layer,ENVO:01000543,atmospheric layer
ENVO:01000543,atmospheric layer,ENVO:01001678,fluid layer
ENVO:01000544,boundary layer,ENVO:01001677,fluid interface layer
ENVO:01000545,ionosphere,ENVO:01000543,atmospheric layer
ENVO:01000546,exosphere,ENVO:01000543,atmospheric layer
ENVO:01000547,glaze ice layer,ENVO:01001276,water ice layer
ENVO:01000548,eutrophic lake,ENVO:00000020,lake
ENVO:01000550,composting toilet,ENVO:01000528,dry toilet fixture
ENVO:01000551,paraffin oil,ENVO:00002983,fuel oil
ENVO:01000552,natural gas,ENVO:01000554,hydrocarbon gas
ENVO:01000553,liquefied petroleum gas,ENVO:01000558,liquefied hydrocarbon gas
ENVO:01000554,hydrocarbon gas,ENVO:01000797,gaseous environmental material
ENVO:01000555,compressed natural gas,ENVO:01000552,natural gas
ENVO:01000556,biogas,ENVO:01000554,hydrocarbon gas
ENVO:01000557,liquefied natural gas,ENVO:01000558,liquefied hydrocarbon gas
ENVO:01000559,compressed biogas,ENVO:01000556,biogas
ENVO:01000560,charcoal,ENVO:01000814,solid environmental material
ENVO:01000561,paraffin lamp,ENVO:01000566,lamp
ENVO:01000562,flat-wick lamp,ENVO:01000561,paraffin lamp
ENVO:01000563,central-draught lamp,ENVO:01000561,paraffin lamp
ENVO:01000564,mantle lamp,ENVO:01000563,central-draught lamp
ENVO:01000565,lantern,ENVO:00003074,manufactured product
ENVO:01000566,lamp,ENVO:00003074,manufactured product
ENVO:01000567,paraffin lantern,ENVO:01000565,lantern
ENVO:01000568,tubular paraffin lantern,ENVO:01000567,paraffin lantern
ENVO:01000569,dead flame paraffin lantern,ENVO:01000567,paraffin lantern
ENVO:01000570,hot-blast paraffin lantern,ENVO:01000568,tubular paraffin lantern
ENVO:01000571,cold-blast paraffin lantern,ENVO:01000568,tubular paraffin lantern
ENVO:01000572,electric lamp,ENVO:01000566,lamp
ENVO:01000573,battery-powered electric lamp,ENVO:01000572,electric lamp
ENVO:01000574,candle,ENVO:01000566,lamp
ENVO:01000575,wax,ENVO:00010483,environmental material
ENVO:01000576,apiary,ENVO:00000077,agricultural ecosystem
ENVO:01000577,radio device,ENVO:00003074,manufactured product
ENVO:01000578,cassette player,ENVO:00003074,manufactured product
ENVO:01000579,television set,ENVO:00003074,manufactured product
ENVO:01000580,telephone,ENVO:00003074,manufactured product
ENVO:01000581,mobile phone,ENVO:01000580,telephone
ENVO:01000582,landline telephone,ENVO:01000580,telephone
ENVO:01000583,refrigerator,ENVO:00003074,manufactured product
ENVO:01000584,table,ENVO:01000587,piece of furniture
ENVO:01000585,desk,ENVO:01000584,table
ENVO:01000586,chair,ENVO:01000587,piece of furniture
ENVO:01000587,piece of furniture,ENVO:00003074,manufactured product
ENVO:01000588,sofa,ENVO:01000589,bench
ENVO:01000589,bench,ENVO:01000587,piece of furniture
ENVO:01000590,mattress,ENVO:01000587,piece of furniture
ENVO:01000591,bed frame,ENVO:01000587,piece of furniture
ENVO:01000592,bed base,ENVO:01000587,piece of furniture
ENVO:01000593,framed bed,ENVO:01000587,piece of furniture
ENVO:01000594,cabinet,ENVO:01000587,piece of furniture
ENVO:01000595,cupboard,ENVO:01000594,cabinet
ENVO:01000596,clock,ENVO:00003074,manufactured product
ENVO:01000597,pressure lamp,ENVO:01000566,lamp
ENVO:01000598,freshwater spring,ENVO:00000027,spring
ENVO:01000600,rainwater,ENVO:00002011,fresh water
ENVO:01000601,motor vehicle,ENVO:01000604,vehicle
ENVO:01000602,truck,ENVO:01000601,motor vehicle
ENVO:01000603,water truck,ENVO:01000602,truck
ENVO:01000604,vehicle,ENVO:00003074,manufactured product
ENVO:01000605,car,ENVO:01000601,motor vehicle
ENVO:01000606,cart,ENVO:01000604,vehicle
ENVO:01000607,animal-drawn cart,ENVO:01000606,cart
ENVO:01000608,boat,ENVO:01000613,watercraft
ENVO:01000609,motor boat,ENVO:01000608,boat
ENVO:01000610,motor,ENVO:00003074,manufactured product
ENVO:01000611,bus,ENVO:01000601,motor vehicle
ENVO:01000612,taxicab,ENVO:01000605,car
ENVO:01000613,watercraft,ENVO:01000604,vehicle
ENVO:01000614,bicycle,ENVO:01000604,vehicle
ENVO:01000615,motorcycle,ENVO:01000601,motor vehicle
ENVO:01000616,motorscooter,ENVO:01000615,motorcycle
ENVO:01000619,closed ecological system,ENVO:00010622,vivarium
ENVO:01000620,mesocosm,ENVO:00010622,vivarium
ENVO:01000621,microcosm,ENVO:00010622,vivarium
ENVO:01000622,vaporisation,ENVO:03000043,material transformation process
ENVO:01000623,boiling,ENVO:01000622,vaporisation
ENVO:01000625,manufactured cage,ENVO:00003074,manufactured product
ENVO:01000626,drylot,ENVO:01000627,feedlot
ENVO:01000627,feedlot,ENVO:00000077,agricultural ecosystem
ENVO:01000628,plant litter,ENVO:01000155,organic material
ENVO:01000629,climate change,ENVO:02500000,environmental system process
ENVO:01000630,acidification of an aquatic environment,ENVO:02500000,environmental system process
ENVO:01000631,ocean acidification,ENVO:01000630,acidification of an aquatic environment
ENVO:01000632,chonolith,ENVO:01000525,rock intrusion
ENVO:01000633,ecosystem-wide aerobic respiration,ENVO:02500008,ecosystem-wide respiration
ENVO:01000634,volcanic eruption,ENVO:03000010,material transport process
ENVO:01000635,planetary landmass,ENVO:01000324,planetary surface
ENVO:01000637,outer space,ENVO:00010483,environmental material
ENVO:01000638,planetary crust,ENVO:01000639,planetary structural layer
ENVO:01000639,planetary structural layer,ENVO:01000281,layer
ENVO:01000640,planetary mantle,ENVO:01000639,planetary structural layer
ENVO:01000641,planetary core,ENVO:01000639,planetary structural layer
ENVO:01000644,liquid planetary core,ENVO:01001273,liquid layer
ENVO:01000645,solid planetary core,ENVO:01001275,solid layer
ENVO:01000646,lithosphere,ENVO:01001275,solid layer
ENVO:01000647,asthenosphere,ENVO:01000639,planetary structural layer
ENVO:01000648,magma,ENVO:00010483,environmental material
ENVO:01000649,trench,ENVO:00000309,depression
ENVO:01000651,ocean strait,ENVO:00000394,strait
ENVO:01000653,slum,ENVO:01000658,dense settlement
ENVO:01000654,undersea trough,ENVO:00000499,trough
ENVO:01000655,explosive eruption,ENVO:01000634,volcanic eruption
ENVO:01000656,effusive eruption,ENVO:01000634,volcanic eruption
ENVO:01000657,igneous intrusion process,ENVO:01000738,rock-precursor intrusion process
ENVO:01000658,dense settlement,ENVO:00000062,populated place
ENVO:01000659,igneous intrusion,ENVO:01000525,rock intrusion
ENVO:01000660,tephra,ENVO:00010483,environmental material
ENVO:01000661,tuff,ENVO:00001995,rock
ENVO:01000662,scoria,ENVO:00001995,rock
ENVO:01000663,pumice,ENVO:00001995,rock
ENVO:01000664,tuff cone,ENVO:00000398,volcanic cone
ENVO:01000665,waste role,BFO_0000023,role
ENVO:01000667,geological fracture,ENVO:00000191,solid astronomical body part
ENVO:01000668,geological fault,ENVO:01000667,geological fracture
ENVO:01000669,active geological fault,ENVO:01000668,geological fault
ENVO:01000670,vein,ENVO:01000667,geological fracture
ENVO:01000671,dike,ENVO:01000525,rock intrusion
ENVO:01000672,geological joint,ENVO:01000667,geological fracture
ENVO:01000673,shear fracture,ENVO:01000667,geological fracture
ENVO:01000674,microfracture,ENVO:01000667,geological fracture
ENVO:01000676,contaminated air,ENVO:00002005,air
ENVO:01000677,earthquake,ENVO:03000010,material transport process
ENVO:01000678,tectonic earthquake,ENVO:01000677,earthquake
ENVO:01000679,megathrust earthquake,ENVO:01000678,tectonic earthquake
ENVO:01000680,polluted lake,ENVO:00000020,lake
ENVO:01000681,sodium chloride salt,ENVO:01000508,salt material
ENVO:01000682,glacial abrasion,ENVO:03000006,glacial erosion process
ENVO:01000683,glacial plucking,ENVO:03000006,glacial erosion process
ENVO:01000684,glacial ice thrusting,ENVO:03000006,glacial erosion process
ENVO:01000685,water mass,ENVO:01001476,body of liquid
ENVO:01000686,marine water mass,ENVO:01000685,water mass
ENVO:01000687,coast,ENVO:01001784,compound astronomical body part
ENVO:01000688,lake coast,ENVO:01000687,coast
ENVO:01000689,tsunami,ENVO:01000981,mass liquid flow
ENVO:01000690,mass wasting,ENVO:03000010,material transport process
ENVO:01000691,avalanche,ENVO:01000696,mass wasting flow
ENVO:01000692,landslide process,ENVO:01000690,mass wasting
ENVO:01000694,geological subsidence,ENVO:03000010,material transport process
ENVO:01000696,mass wasting flow,ENVO:01000690,mass wasting
ENVO:01000697,mudflow,ENVO:01000696,mass wasting flow
ENVO:01000698,debris flow,ENVO:01000696,mass wasting flow
ENVO:01000699,lahar,ENVO:01000697,mudflow
ENVO:01000700,sturzstrom,ENVO:01000692,landslide process
ENVO:01000701,volcanic ash,ENVO:02000090,ash
ENVO:01000702,ash fall process,ENVO:01000875,precipitation process
ENVO:01000704,hydrological evaporation,ENVO:02500034,evaporation
ENVO:01000706,soil erosion,ENVO:02500028,planetary erosion
ENVO:01000707,coastal flooding,ENVO:02500002,flooding
ENVO:01000708,riverine flooding,ENVO:02500002,flooding
ENVO:01000709,flash flooding,ENVO:02500002,flooding
ENVO:01000710,flood,ENVO:00000063,water body
ENVO:01000711,coastal flood,ENVO:01000710,flood
ENVO:01000712,riverine flood,ENVO:01000710,flood
ENVO:01000713,flash flood,ENVO:01000710,flood
ENVO:01000714,storm surge,ENVO:01000711,coastal flood
ENVO:01000715,meteotsunami,ENVO:01000689,tsunami
ENVO:01000716,storm surge process,ENVO:01000707,coastal flooding
ENVO:01000717,areal flooding,ENVO:02500002,flooding
ENVO:01000718,urban flooding,ENVO:02500002,flooding
ENVO:01000719,snowmelt,ENVO:01000720,hydrological melting process
ENVO:01000720,hydrological melting process,ENVO:01000723,melting
ENVO:01000721,icemelt,ENVO:01000720,hydrological melting process
ENVO:01000722,meltwater,ENVO:00002006,liquid water
ENVO:01000723,melting,ENVO:03000043,material transformation process
ENVO:01000725,chemical precipitation process,ENVO:01000875,precipitation process
ENVO:01000726,desublimation process,ENVO:01001510,material congelation process
ENVO:01000727,sublimation process,ENVO:03000043,material transformation process
ENVO:01000728,tectonic uplift process,ENVO:01001093,tectonic movement
ENVO:01000729,atmospheric subsidence,ENVO:03000010,material transport process
ENVO:01000730,lava flow process,ENVO:01000981,mass liquid flow
ENVO:01000731,igneous extrusion,ENVO:00000094,volcanic feature
ENVO:01000732,clastic dike,ENVO:01000671,dike
ENVO:01000733,stock,ENVO:01000659,igneous intrusion
ENVO:01000734,laccolith,ENVO:01000525,rock intrusion
ENVO:01000735,lopolith,ENVO:01000525,rock intrusion
ENVO:01000736,phacolith,ENVO:01000525,rock intrusion
ENVO:01000737,sill,ENVO:01000525,rock intrusion
ENVO:01000738,rock-precursor intrusion process,ENVO:03000010,material transport process
ENVO:01000739,habitat,ENVO:01001110,ecosystem
ENVO:01000741,recycling process,ENVO:02500000,environmental system process
ENVO:01000742,carbon-bearing gas emission process,ENVO:03000093,hydrocarbon gas emission process
ENVO:01000743,land consumption process,ENVO:01000952,anthropisation
ENVO:01000744,human dwelling,ENVO:01001480,domestic building
ENVO:01000754,fumarole-derived ice tower,ENVO:03000110,cryoform
ENVO:01000755,aeroform,ENVO:01001478,gaseous astronomical body part
ENVO:01000760,cloud,ENVO:01001008,meteor
ENVO:01000761,polar stratospheric cloud,ENVO:01001428,water-based cloud
ENVO:01000762,sparsely populated settlement,ENVO:00000062,populated place
ENVO:01000763,rural settlement,ENVO:01001200,anthropised terrestrial environmental zone
ENVO:01000764,formal settlement,ENVO:00000062,populated place
ENVO:01000765,informal settlement,ENVO:00000062,populated place
ENVO:01000766,legal settlement,ENVO:00000062,populated place
ENVO:01000767,illegal settlement,ENVO:00000062,populated place
ENVO:01000768,primary forest,ENVO:01001243,forest ecosystem
ENVO:01000769,carbon dioxide emission process,ENVO:01000742,carbon-bearing gas emission process
ENVO:01000770,carbon dioxide emission,ENVO:01000451,atmospheric carbon dioxide
ENVO:01000771,all season road,ENVO:00000064,road
ENVO:01000772,rural area,ENVO:01001200,anthropised terrestrial environmental zone
ENVO:01000773,village,ENVO:00000062,populated place
ENVO:01000774,oligotrophic lake,ENVO:00000020,lake
ENVO:01000775,mesotrophic lake,ENVO:00000020,lake
ENVO:01000776,piece of plastic,ENVO:01001687,mass of solid material
ENVO:01000777,nurdle,ENVO:01000776,piece of plastic
